19,19,10
19,18,9
20,19,11
20,18,6
21,18,8
21,19,4
18,18,8
18,19,4
17,18,10
17,19,13
17,20,11
18,20,12
19,20,1
20,20,13
21,20,4
16,19,1
16,18,4
16,20,8
15,20,10
15,19,12
15,18,11
22,18,8
22,19,12
22,20,5
15,17,6
16,17,8
17,17,9
18,17,0
19,17,1
20,17,2
21,17,7
22,17,0
23,17,2
23,18,8
23,19,13
23,20,3
24,17,6
24,18,11
24,19,12
24,20,5
25,19,1
25,18,10
25,17,9
25,20,7
23,16,9
22,16,6
24,16,0
25,16,2
21,16,2
20,16,12
19,16,4
18,16,13
17,16,1
16,16,0
15,16,7
21,15,9
20,15,10
19,15,4
22,15,7
23,15,0
24,15,13
18,15,11
17,15,8
16,15,6
15,15,7
25,15,12
26,18,9
26,19,2
26,20,6
26,17,7
26,16,7
26,15,2
27,20,8
27,19,7
27,18,7
27,17,7
27,16,0
27,15,3
20,14,9
21,14,0
22,14,1
23,14,13
24,14,4
19,14,8
18,14,6
17,14,2
25,14,4
16,14,0
26,14,5
27,14,3
15,14,2
14,14,12
14,15,2
14,16,9
14,17,5
14,18,10
14,19,4
14,20,4
13,16,6
13,15,1
13,17,3
13,18,11
13,14,11
13,19,4
13,20,13
26,21,3
27,21,4
25,21,7
24,21,2
23,21,0
22,21,2
21,21,1
20,21,0
19,21,9
18,21,10
17,21,13
16,21,1
15,21,12
14,21,13
13,21,0
12,14,10
12,15,1
12,16,7
12,17,7
12,18,6
12,19,3
12,20,0
12,21,7
28,20,8
28,21,4
28,19,7
28,18,0
28,17,6
28,16,2
28,15,12
28,14,4
29,17,11
29,18,13
29,19,0
29,20,8
29,21,12
29,16,6
29,15,2
29,14,12
17,13,9
16,13,6
15,13,9
14,13,8
13,13,6
12,13,5
18,13,0
19,13,2
20,13,7
21,13,3
22,13,10
23,13,8
24,13,11
25,13,4
26,13,12
27,13,13
28,13,10
29,13,8
15,22,10
16,22,9
17,22,0
14,22,3
18,22,1
19,22,2
20,22,7
21,22,6
13,22,7
12,22,7
22,22,9
23,22,7
24,22,6
25,22,8
26,22,11
27,22,12
28,22,1
29,22,2
19,12,9
18,12,6
20,12,0
21,12,13
17,12,2
22,12,12
23,12,2
16,12,0
24,12,3
25,12,4
15,12,7
14,12,7
13,12,7
12,12,5
26,12,4
27,12,4
28,12,12
29,12,1
24,11,13
23,11,12
25,11,10
26,11,11
27,11,10
28,11,11
22,11,11
21,11,8
20,11,6
29,11,10
19,11,7
18,11,2
17,11,12
16,11,3
15,11,2
14,11,1
13,11,1
12,11,12
21,23,11
22,23,10
23,23,9
24,23,3
25,23,4
20,23,6
19,23,9
18,23,8
26,23,4
27,23,10
17,23,8
16,23,10
28,23,9
15,23,4
14,23,11
13,23,6
12,23,9
29,23,6
26,10,6
27,10,9
25,10,5
28,10,3
29,10,12
24,10,11
23,10,8
22,10,6
21,10,2
20,10,1
19,10,0
18,10,5
17,10,11
16,10,6
15,10,5
14,10,4
13,10,4
12,10,11
19,9,13
18,9,12
20,9,10
21,9,9
17,9,13
16,9,0
22,9,7
23,9,0
24,9,13
15,9,9
14,9,8
13,9,8
12,9,6
25,9,12
26,9,2
27,9,7
28,9,3
29,9,10
23,24,2
24,24,3
25,24,4
22,24,1
26,24,12
21,24,12
27,24,13
20,24,11
19,24,10
18,24,13
28,24,10
29,24,11
17,24,12
16,24,4
15,24,13
14,24,12
13,24,11
12,24,10
26,25,10
27,25,11
25,25,13
24,25,0
28,25,4
29,25,4
23,25,7
22,25,7
21,25,2
20,25,12
19,25,13
18,25,0
17,25,2
16,25,1
15,25,0
14,25,5
13,25,13
12,25,12
16,8,3
17,8,10
15,8,2
18,8,8
19,8,11
14,8,1
20,8,5
21,8,7
13,8,1
22,8,7
23,8,6
12,8,1
24,8,11
25,8,10
26,8,9
27,8,7
28,8,6
29,8,9
14,26,5
15,26,6
13,26,3
16,26,8
17,26,8
12,26,5
18,26,9
19,26,0
20,26,2
21,26,7
22,26,6
23,26,9
24,26,7
25,26,3
26,26,4
27,26,4
28,26,4
29,26,12
11,10,10
11,11,4
11,12,4
11,13,4
11,14,4
11,9,9
11,15,12
11,16,2
11,17,9
11,18,2
11,8,0
11,19,9
11,20,2
11,21,7
11,22,9
11,23,10
11,24,4
11,25,13
11,26,11
10,9,10
10,8,5
10,10,4
10,11,13
10,12,3
10,13,3
10,14,3
10,15,3
10,16,0
10,17,6
10,18,0
10,19,8
10,20,1
10,21,7
10,22,6
10,23,3
10,24,3
10,25,0
10,26,8
23,27,2
22,27,0
21,27,9
20,27,8
24,27,6
25,27,11
19,27,8
18,27,10
26,27,12
27,27,13
17,27,13
28,27,12
29,27,2
16,27,12
15,27,3
14,27,2
13,27,0
12,27,5
11,27,4
10,27,13
15,7,5
16,7,6
17,7,9
18,7,7
14,7,11
19,7,3
20,7,5
13,7,8
21,7,7
22,7,0
12,7,8
11,7,6
10,7,5
23,7,2
24,7,6
25,7,9
26,7,0
27,7,1
28,7,2
29,7,7
9,20,12
9,19,8
9,21,2
9,18,2
9,22,9
9,23,5
9,17,5
9,16,9
9,15,7
9,14,2
9,24,5
9,25,2
9,13,9
9,26,8
9,27,1
9,12,7
9,11,1
9,10,11
9,9,13
9,8,4
9,7,4
19,6,13
20,6,5
18,6,0
21,6,7
17,6,7
22,6,6
23,6,9
24,6,7
16,6,7
25,6,7
15,6,9
14,6,6
26,6,3
27,6,4
28,6,5
13,6,7
29,6,0
12,6,7
11,6,7
10,6,5
9,6,11
28,28,5
29,28,7
27,28,11
26,28,10
25,28,4
24,28,11
23,28,8
22,28,6
21,28,2
20,28,1
19,28,1
18,28,12
17,28,11
16,28,10
15,28,11
14,28,6
13,28,7
12,28,2
11,28,1
10,28,0
9,28,9
8,14,12
8,15,5
8,16,10
8,13,8
8,12,7
8,17,13
8,18,0
8,11,0
8,10,6
8,19,8
8,20,13
8,21,0
8,22,8
8,23,4
8,24,4
8,9,1
8,8,4
8,7,11
8,6,6
8,25,12
8,26,10
8,27,12
8,28,10
7,20,0
7,19,6
7,21,9
7,22,10
7,18,7
7,17,0
7,23,13
7,16,13
7,15,11
7,14,13
7,24,11
7,13,10
7,12,5
7,11,9
7,25,4
7,26,4
7,10,2
7,9,12
7,27,4
7,28,4
7,8,4
7,7,8
7,6,7
6,16,0
6,15,6
6,17,7
6,18,9
6,19,5
6,20,5
6,21,10
6,14,0
6,22,13
6,23,0
6,13,3
6,24,6
6,12,13
6,11,8
6,10,1
6,25,3
6,9,4
6,26,3
6,27,3
6,8,4
6,7,8
6,6,2
6,28,3
9,5,3
8,5,2
10,5,5
11,5,7
7,5,0
6,5,9
12,5,7
13,5,7
14,5,0
15,5,1
16,5,1
17,5,2
18,5,3
19,5,10
20,5,9
21,5,7
22,5,0
23,5,1
24,5,2
25,5,7
26,5,6
27,5,11
28,5,5
29,5,3
5,22,12
5,21,11
5,23,5
5,20,13
5,19,11
5,18,6
5,24,5
5,17,7
5,16,2
5,15,9
5,25,2
5,26,7
5,27,9
5,28,5
5,14,2
5,13,5
5,12,12
5,11,10
5,10,12
5,9,4
5,8,4
5,7,10
5,6,12
5,5,8
9,29,5
10,29,6
8,29,13
11,29,8
12,29,9
13,29,6
14,29,11
7,29,12
6,29,3
5,29,5
15,29,4
16,29,12
17,29,1
18,29,2
10,4,5
11,4,7
12,4,7
9,4,13
8,4,12
13,4,0
14,4,13
7,4,3
6,4,7
5,4,7
15,4,4
16,4,10
17,4,9
18,4,6
19,4,9
20,4,7
21,4,7
22,4,6
23,4,11
24,4,12
25,4,1
26,4,1
27,4,13
28,4,12
29,4,13
28,29,10
29,29,8
27,29,13
26,29,1
25,29,12
24,29,13
23,29,1
22,29,0
21,29,7
20,29,9
19,29,6
4,15,6
4,16,0
4,17,7
4,14,0
4,18,9
4,19,10
4,20,12
4,21,10
4,13,13
4,12,11
4,11,3
4,22,13
4,23,11
4,10,3
4,24,4
4,9,13
4,25,1
4,26,9
4,27,10
4,28,4
4,8,11
4,29,13
4,7,3
4,6,13
4,5,10
4,4,9
3,4,6
3,5,11
3,6,12
3,7,2
3,8,8
3,9,1
3,10,7
3,11,9
3,12,10
3,13,1
3,14,7
3,15,7
3,16,9
3,17,5
3,18,10
3,19,4
3,20,13
3,21,11
3,22,12
3,23,10
3,24,4
3,25,12
3,26,10
3,27,4
3,28,13
3,29,0
2,13,1
2,12,11
2,11,6
2,14,7
2,15,9
2,16,10
2,17,4
2,18,4
2,10,2
2,9,12
2,8,10
2,7,12
2,6,4
2,19,13
2,20,0
2,5,10
2,21,6
2,22,3
2,4,9
2,23,11
2,24,13
2,25,3
2,26,11
2,27,13
2,28,0
2,29,9
1,13,1
1,12,10
1,14,9
1,15,10
1,16,4
1,17,13
1,18,3
1,19,0
1,11,9
1,10,1
1,9,4
1,8,4
1,20,7
1,21,9
1,7,11
1,22,2
1,6,13
1,23,6
1,24,0
1,25,9
1,26,10
1,27,1
1,28,7
1,5,4
1,4,8
1,29,8
0,4,6
0,5,3
0,6,0
0,7,8
0,8,4
0,9,13
0,10,0
0,11,8
0,12,13
0,13,0
0,14,8
0,15,4
0,16,4
0,17,1
0,18,9
0,19,5
0,20,5
0,21,10
0,22,1
0,23,9
0,24,5
0,25,10
0,26,4
0,27,12
0,28,5
0,29,10
10,3,9
11,3,0
9,3,10
12,3,2
8,3,11
7,3,6
6,3,2
13,3,3
14,3,10
5,3,1
15,3,8
16,3,9
4,3,1
17,3,0
3,3,0
2,3,7
1,3,7
18,3,2
19,3,7
0,3,7
20,3,7
21,3,7
22,3,7
23,3,3
24,3,10
25,3,11
26,3,4
27,3,4
28,3,10
29,3,11
8,2,13
9,2,5
10,2,7
11,2,3
7,2,0
12,2,5
13,2,6
14,2,9
6,2,9
5,2,8
15,2,7
16,2,7
17,2,3
4,2,10
18,2,12
19,2,1
3,2,13
2,2,0
20,2,1
1,2,2
21,2,2
22,2,7
23,2,3
0,2,1
24,2,12
25,2,13
26,2,4
27,2,10
28,2,9
29,2,3
27,1,5
26,1,4
25,1,11
28,1,7
29,1,6
24,1,10
23,1,13
22,1,1
21,1,12
20,1,11
19,1,8
18,1,10
17,1,13
16,1,0
15,1,2
14,1,1
13,1,0
12,1,5
11,1,3
10,1,7
9,1,9
8,1,8
7,1,6
6,1,2
5,1,0
4,1,9
3,1,8
2,1,6
1,1,5
0,1,11
27,0,12
26,0,4
25,0,13
24,0,12
28,0,2
29,0,7
23,0,11
22,0,10
21,0,11
20,0,6
19,0,2
18,0,12
17,0,4
16,0,13
15,0,12
14,0,4
13,0,13
12,0,12
11,0,3
10,0,7
9,0,2
8,0,1
7,0,0
6,0,9
5,0,6
4,0,7
3,0,7
2,0,2
1,0,12
0,0,3
