40,28,1
39,28,12
41,28,13
39,29,10
40,29,8
41,29,11
41,30,4
40,30,13
39,30,12
39,31,5
40,31,3
41,31,4
39,32,5
40,32,0
41,32,1
39,33,2
40,33,6
41,33,8
42,33,11
42,32,13
42,31,4
42,30,4
42,29,10
42,28,12
40,34,0
41,34,1
42,34,13
39,34,7
38,33,1
38,32,11
38,34,7
38,31,3
38,30,3
38,29,13
38,28,11
43,28,1
43,29,8
43,30,4
43,31,12
43,32,10
43,33,4
43,34,4
44,28,2
44,29,9
44,30,5
44,31,2
44,32,8
44,33,4
44,34,4
42,35,0
41,35,7
43,35,1
44,35,13
40,35,7
39,35,9
38,35,6
45,28,6
45,29,0
45,30,6
45,31,3
45,32,11
45,33,12
45,34,10
45,35,12
44,27,12
43,27,11
45,27,2
42,27,10
41,27,4
40,27,4
39,27,11
38,27,6
45,36,10
44,36,11
43,36,6
42,36,9
41,36,6
40,36,9
39,36,10
38,36,3
40,37,5
41,37,3
39,37,13
38,37,0
42,37,10
43,37,11
44,37,12
45,37,1
46,37,13
46,36,11
46,35,13
46,34,11
46,33,13
46,32,10
46,31,5
46,30,9
46,29,2
46,28,9
46,27,7
46,38,0
45,38,7
44,38,5
43,38,4
42,38,4
41,38,3
40,38,2
39,38,0
38,38,9
37,28,10
37,27,9
37,29,12
37,30,2
37,31,9
37,32,10
37,33,1
37,34,9
37,35,5
37,36,2
37,37,7
37,38,6
47,38,1
47,37,10
47,36,5
47,35,12
47,34,10
47,33,12
47,32,8
47,31,0
47,30,3
47,29,6
47,28,7
47,27,7
48,34,9
48,35,2
48,33,2
48,32,9
48,31,1
48,30,4
48,36,6
48,37,11
48,38,13
48,29,8
48,28,0
48,27,3
48,39,3
47,39,9
46,39,6
45,39,7
44,39,5
43,39,13
42,39,12
41,39,3
40,39,7
39,39,7
38,39,5
37,39,3
47,40,2
46,40,0
48,40,3
45,40,9
44,40,10
43,40,11
42,40,10
41,40,3
40,40,9
39,40,8
38,40,10
37,40,3
41,41,0
42,41,1
43,41,1
44,41,13
40,41,2
45,41,5
39,41,12
46,41,7
47,41,7
48,41,3
38,41,13
37,41,0
49,29,11
49,28,13
49,27,10
49,30,4
49,31,1
49,32,7
49,33,6
49,34,3
49,35,3
49,36,11
49,37,4
49,38,12
49,39,10
49,40,4
49,41,4
42,26,12
43,26,13
41,26,11
40,26,10
44,26,10
45,26,9
39,26,13
38,26,1
46,26,7
47,26,7
48,26,6
49,26,9
37,26,1
36,30,12
36,31,10
36,32,4
36,33,12
36,34,10
36,29,4
36,28,4
36,35,13
36,36,0
36,27,10
36,26,12
36,37,9
36,38,5
36,39,2
36,40,7
36,41,7
38,42,3
39,42,10
37,42,7
36,42,7
40,42,9
41,42,7
42,42,7
43,42,6
44,42,11
45,42,10
46,42,9
47,42,6
48,42,11
49,42,12
50,27,8
50,26,0
50,28,4
50,29,4
50,30,4
50,31,1
50,32,6
50,33,11
50,34,12
50,35,10
50,36,4
50,37,4
50,38,1
50,39,9
50,40,10
50,41,12
50,42,2
35,35,1
35,36,7
35,37,6
35,34,4
35,38,3
35,39,0
35,33,4
35,40,9
35,41,5
35,32,11
35,31,3
35,42,5
35,30,3
35,29,3
35,28,3
35,27,13
35,26,11
40,43,10
39,43,4
38,43,3
37,43,9
41,43,9
42,43,6
43,43,11
44,43,12
45,43,13
46,43,5
47,43,3
36,43,8
35,43,10
48,43,4
49,43,10
50,43,8
51,43,8
51,42,7
51,41,1
51,40,8
51,39,0
51,38,13
51,37,4
51,36,4
51,35,8
51,34,2
51,33,12
51,32,8
51,31,1
51,30,4
51,29,4
51,28,4
51,27,8
51,26,1
41,44,5
42,44,0
40,44,4
43,44,1
44,44,2
45,44,3
46,44,5
47,44,3
48,44,4
39,44,13
38,44,0
37,44,5
36,44,4
49,44,4
35,44,13
50,44,12
51,44,13
51,45,0
50,45,2
49,45,12
48,45,4
47,45,11
46,45,10
45,45,11
44,45,6
43,45,9
42,45,6
41,45,2
40,45,12
39,45,11
38,45,8
37,45,10
36,45,4
35,45,3
40,25,5
41,25,3
42,25,10
39,25,11
43,25,11
38,25,8
37,25,8
44,25,5
36,25,8
35,25,6
45,25,7
46,25,0
47,25,1
48,25,1
49,25,2
50,25,3
51,25,4
34,27,12
34,26,10
34,28,5
34,29,5
34,25,9
34,30,5
34,31,5
34,32,10
34,33,4
34,34,13
34,35,0
34,36,9
34,37,2
34,38,7
34,39,7
34,40,6
34,41,3
34,42,3
34,43,3
34,44,0
34,45,9
52,35,11
52,34,3
52,33,13
52,32,8
52,36,12
52,37,10
52,31,2
52,30,12
52,29,10
52,38,4
52,39,13
52,40,11
52,41,13
52,28,12
52,42,3
52,43,11
52,44,4
52,45,13
52,27,11
52,26,13
52,25,10
53,31,7
53,30,1
53,32,9
53,33,5
53,34,10
53,35,4
53,36,1
53,37,8
53,38,12
53,29,8
53,39,10
53,40,12
53,28,2
53,41,10
53,42,12
53,43,10
53,27,12
53,44,12
53,45,10
53,26,4
53,25,11
41,24,13
40,24,12
39,24,13
38,24,0
42,24,5
43,24,6
44,24,9
45,24,7
37,24,7
46,24,6
47,24,11
48,24,10
49,24,9
36,24,7
50,24,3
35,24,2
51,24,4
34,24,1
52,24,12
53,24,13
50,23,6
51,23,8
49,23,2
48,23,12
52,23,8
47,23,13
46,23,0
45,23,2
53,23,8
44,23,0
43,23,2
42,23,12
41,23,4
40,23,11
39,23,10
38,23,3
37,23,7
36,23,7
35,23,5
34,23,11
33,34,1
33,33,4
33,32,11
33,35,7
33,31,13
33,36,8
33,37,12
33,30,4
33,38,5
33,29,4
33,39,5
33,40,2
33,28,11
33,41,9
33,27,13
33,42,5
33,26,4
33,25,10
33,24,12
33,43,5
33,44,5
33,45,10
33,23,8
32,31,1
32,32,6
32,30,4
32,33,3
32,34,0
32,35,9
32,36,10
32,29,11
32,28,6
32,37,13
32,38,11
32,27,0
32,39,4
32,40,12
32,41,10
32,42,4
32,43,4
32,26,3
32,25,13
32,24,4
32,44,13
32,23,10
32,45,11
54,38,13
54,39,11
54,40,13
54,41,11
54,42,13
54,43,11
54,37,11
54,36,13
54,35,4
54,34,8
54,33,7
54,32,0
54,31,3
54,30,13
54,29,8
54,28,7
54,27,2
54,26,5
54,44,13
54,45,11
54,25,12
54,24,10
54,23,9
46,22,6
47,22,11
48,22,10
49,22,9
45,22,9
44,22,6
50,22,0
43,22,5
51,22,1
42,22,4
52,22,2
53,22,7
54,22,0
41,22,11
40,22,6
39,22,9
38,22,6
37,22,7
36,22,2
35,22,12
34,22,13
33,22,0
32,22,5
40,46,2
39,46,1
41,46,7
42,46,0
43,46,2
44,46,3
38,46,12
45,46,12
46,46,13
37,46,13
47,46,12
48,46,13
49,46,10
36,46,12
35,46,3
34,46,2
33,46,1
50,46,8
32,46,1
51,46,9
52,46,3
53,46,4
54,46,12
31,37,0
31,38,8
31,39,13
31,36,13
31,35,8
31,34,7
31,33,2
31,32,9
31,31,1
31,30,11
31,29,6
31,28,2
31,27,9
31,26,2
31,25,12
31,24,11
31,40,3
31,23,3
31,41,11
31,42,13
31,22,3
31,43,3
31,44,0
31,45,6
31,46,0
31,21,3
32,21,12
33,21,13
34,21,4
35,21,4
36,21,12
37,21,2
38,21,7
39,21,7
40,21,7
41,21,3
42,21,10
43,21,9
44,21,0
45,21,2
46,21,7
47,21,3
48,21,12
49,21,2
50,21,6
51,21,11
52,21,5
53,21,7
54,21,3
55,32,2
55,33,7
55,31,5
55,30,5
55,29,9
55,34,9
55,28,0
55,27,6
55,26,0
55,25,13
55,24,11
55,23,3
55,22,13
55,35,5
55,36,5
55,37,10
55,21,4
55,38,12
55,39,5
